Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
263600,TRANSFER SWITCHES,1.7,EXTRA MATERIALS,Attic Stock,"Provide pint of touch-up paint for each transfer switch installed. 

Furnish extra materials that match products installed and that are packaged with protective covering for storage 
and identified with labels describing contents. 

Keys: Two (2) spares for each type of cabinet lock. 
Maintenance Tools: Any non-standard tools specific to equipment type", pint touch
263600,TRANSFER SWITCHES,1.9.-1,WARRANTY,Warranty,"Warranty period : Minimum 18 months from shipment or 12 months from start-up, whichever occurs 
later.", Warranty period Minimum
263600,TRANSFER SWITCHES,1.9.-2,WARRANTY,Warranty,"The warranty shall be comprehensive. No deductibles shall be allowed for travel time, service hours,
repair cost, etc., during the minimum noted warranty period listed above.", the warranty shall
264113,LIGHTNING PROTECTION SYSTEMS,1.3,SUBMITTALS,Product Data,"Product Data: For each type of product indicated, for example: grounding down conductors, through roof/through 
wall assemblies, roof conductors, air terminals, accessories, and components required. Include dimensions, 
weights, and manufacturers' technical data on features, performance, electrical characteristics, ratings, and 
finishes. 
Shop Drawings: Showing the type, size, and locations of grounding down conductors, through roof/through wall 
assemblies, roof conductors, and air terminals, indicating the extent of the system layout designed specifically for 
the building(s) or structures included in the contract drawings along with details of the products to be used in the 
installation. Shop drawings shall include indications for use of raceway, data on how concealment requirements 
will be met, and calculations required by NFPA 780 for bonding of grounded and isolated metal bodies. 
Shop drawings shall be submitted to the Architect and the Engineer for approval prior to commencement of the 
installation. 
If any departures from the contract drawings or submittal drawings covered below are deemed necessary by the 
Contractor, details of such departures and reasons therefore shall be submitted as soon as practical to the 
Architect/Engineer for approval. 
Certification and Qualification Data: For Lightning Protection Institute (LPI) Certified designer and installer. 
Upon request, submit evidence of such qualifications to the Engineer.", drawings shall include
264313,SURGE PROTECTION FOR LOW-VOLTAGE ELECTRICAL POWER,1.4,SUBMITTALS,General,"For Review/Approval the following information shall be submitted to the Engineer: 

Provide verification that the SPD complies with the required ANSI/UL 1449 4th Edition listing by Intertek 
(ETL), Underwriters Laboratories (UL) or other Nationally Recognized Testing Laboratories (NRTL). 
Compliance may be in the form ofa file number that can be verified on ETLs or ULs website or on any 
other NRTLs website, as long as the website contains the following information ata minimum: model 
number, SPD Type, system voltage, phases, modes of protection, Voltage Protection Rating (VPR), and 
Nominal Discharge Current (In). 

Electrical/mechanical drawings showing unit dimensions, weights, installation instruction details, and 
wiring configuration. 

Where applicable the following additional information shall be submitted to the engineer: 

Descriptive bulletins 
Product sheets", ANSI
264313,SURGE PROTECTION FOR LOW-VOLTAGE ELECTRICAL POWER,1.5,QUALIFICATIONS,Qualification Data,"The manufacturer of the assembly shall be the manufacturer of the major components within the assembly. 

For the equipment specified herein, the manufacturer shall be ISO 14001 and ISO 9001 or 9002 certified. 

The manufacturer of this equipment shall have produced similar electrical equipment fora minimum period of five 
(5) years. When requested by the Engineer, an acceptable list of installations with similar equipment shall be 
provided demonstrating compliance with this requirement. 

The SPD shall be compliant with the Restriction of Hazardous Substances (RoHS) Directive 201165/EU 

The SPD shall be UL 1449 current edition listed, 20kA in Type 1 or Type 2 for use in UL96A systems.", the manufacturer assembly
264313,SURGE PROTECTION FOR LOW-VOLTAGE ELECTRICAL POWER,1.7,OPERATION AND MAINTENANCE MANUALS....................................................................... 2,O&M Manuals,PART 2 - PRODUCTS........................................................................................................................................... 2, PART PRO
264313,SURGE PROTECTION FOR LOW-VOLTAGE ELECTRICAL POWER,1.7,OPERATION AND MAINTENANCE MANUALS,O&M Manuals,Operation and maintenance manuals shall be provided with each SPD shipped., Operation maintenance
264313,SURGE PROTECTION FOR LOW-VOLTAGE ELECTRICAL POWER,3.4,WARRANTY,Warranty,"The manufacturer shall providea full fifteen (10) year warranty from the date of shipment against any SPD part 
failure when installed in compliance with manufacturer's written instructions and any applicable national or 
local code.", SPD failure installed
409010,BASIC INSTRUMENTATION AND CONTROL REQUIREMENTS,1.7,WARRANTIES AND GUARANTEES,Warranty,"In addition to warranties called for in other sections of these specifications, work shall be guaranteed against 
defect due to faulty installation. Warranties and guarantees shall be fora period of not less than one year, 
beginning on the later date of final acceptance by Owner, or equipment start-up. 

Upon written notice from the Owner or Owners Representative, promptly remedy, without cost to the Owner, 
any defects occurring or discovered during the guarantee period.", Upon written
409010,BASIC INSTRUMENTATION AND CONTROL REQUIREMENTS,1.8-1,SUBMITTALS,General,"1.8.1. Review Action 
 
The Contractor is responsible for all data and information on submittals, including quantities, sizes, dimensions, 
and compliance with the Drawings and Specifications. Checking by the Owner or Owner's Representative is only 
for general conformance with the design concept of the project and general compliance with the information given 
in the Contract Documents. Any action shown is subject to the requirements of the Drawings and Specifications. 
Contractor is responsible for dimensions and quantities that shall be confirmed at the jobsite, and the fabrication 
process and techniques of construction. 
", Drawings Specific
409010,BASIC INSTRUMENTATION AND CONTROL REQUIREMENTS,1.8-1,SUBMITTALS,General,"1.8.2. Shop Drawings 
 
Submit information, drawn to accurate scale. Highlight, encircle, or otherwise indicate deviations from the 
Contract Documents. Do not reproduce Contract Documents or copy standard information as the basis of Shop 
Drawings. Standard information prepared without specific reference to the Project is not considered Shop 
Drawings. 
 
Shop Drawings include fabrication and installation drawings, setting diagrams, schedules, patterns, templates, 
and similar drawings. Include asa minimum the following information on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included 
Compliance with specified standards 
Notation of coordination requirements 
Notation of dimensions established by field measurement if applicable 
Clearances for access and service 
", Shop Drawings
409010,BASIC INSTRUMENTATION AND CONTROL REQUIREMENTS,1.8-1,SUBMITTALS,General,"1.8.3. Product Data 
 
Collect Product Data intoa single submittal for each element of construction or system. 
Where Product Data must be specially prepared because standard printed data is not suitable for use, submit as 
Shop Drawings. 
 
Product Data Information: includes catalog cuts, sketches, or bulletins indicating performance characteristics, 
features of equipment, controls, instrumentation, equipment dimensions, materials of construction, estimated 
weights, heat rejection load when operating, auxiliaries, specialties, or accessories furnished, roughing-in or 
anchor diagrams and templates, manufacturer's installation instructions, service clearance requirements, standard 
color charts, and wiring diagrams. 
 
Mark each copy to show applicable choices and options. Where printed Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. Include the 
following information with above product data: 
 
Manufacturer's printed recommendations 
Compliance with recognized trade association standards 
Compliance with recognized testing agency standards 
Application of testing agency labels and seals 
Notation of dimensions verified by field measurement 
Notation of coordination requirements 
 
Do not submit Product Data until compliance with requirements of the Contract Documents has been confirmed. 
 
Instrument Product Data and Format shall meet the following guidelines: 
", Product Data Col
