,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
1236,260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-3,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) Thermostats,quantity installed
1237,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-1,SUBMITTALS,General,Grounding arrangements and connections for separately derived systems.,separately derived systems
1238,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-1,SUBMITTALS,O&M Manuals,"Operation and Maintenance Data shall include instructions for periodic testing and inspection of
grounding features at ground rings based on NETA MTS and NFPA 70B:

a. Tests shall determine if ground-resistance or impedance values remain within specified
maximums, and instructions shall recommend corrective action if values do not.
b. Include recommended testing intervals.",ground rings based
1239,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-2,SUBMITTALS,General,Ground electrodes.,Ground electrodes
1240,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-3,SUBMITTALS,General,Ground ring conductors.,Ground ring conductors
1241,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-4,SUBMITTALS,General,Interconnection with building structural and foundation steel.,Interconnection with building
1242,260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-6,SUBMITTALS,O&M Manuals,"Interconnection with lightning protection system.

Qualification Data: For testing agency and the testing agency's field supervisor.

Field quality control reports.

Operation and Maintenance Data: For grounding system components to be included in emergency, operation, and
maintenance manuals related to sensitive electronic equipment.",Interconnection with lightning
1243,260533,RACEWAYS,1.5,SUBMITTALS,Product Data,"Product Data: For surface raceways, wireways and fittings, floor boxes, hinged-cover enclosures, and cabinets.",Product Data
1244,260534,ELECTRICAL BOXES AND FITTINGS,1.4,SUBMITTAL REQUIREMENTS,Product Data,"Product Data: For each type of product including but not limited to materials, finishes, separators and 
miscellaneous components. 
Shop Drawings: For floor boxes, custom enclosures and cabinets. Include plans, elevations, sections, and 
attachment details. 
Coordination Drawings: 
Dimensioned floor box, and other in-slab box(es), location drawings. Included dimensioned plans using 
architectural floor plans, furniture system(s) floor plans, and structural floor plans. Indicate location of 
known underground utilities or structures. 
Dimensioned handhole, and other in-grade box(es), location drawings. Included dimensioned plans 
using architectural site plans, civil site plans, and structural site plans. Indicate location of known 
underground utilities or structures. 
Product Certificates: For concrete and steel used in precast concrete handholes, as required by ASTM C 858 and 
comply with BGE requirements.",Product Data
1245,260536,CABLE TRAYS FOR ELECTRICAL SYSTEMS,1.1,SUBMITTALS,Shop Drawings,"Shop Drawings: Layout floor plans and elevations showing cable tray system. Designate components and 
accessories including clamps, brackets, hanger rods, splice plate connectors, expansion joint assemblies, straight 
lengths, and fittings. Show accurately scaled components and spatial relationships to adjacent equipment. 
Show tray types, dimensions, and finishes. 
Factory Test Reports: Certified copies of factory test reports performed in conformance with NEMA Standard 
VE 1 on cable trays of types and size specified for this project.",Layout floor plans
1246,262416,PANELBOARDS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of panelboard, switching and overcurrent protective device, surge protection device, 
accessory, and component indicated. Include dimensions and manufacturers' technical data on features, 
performance, electrical characteristics, ratings, and finishes. 
Shop Drawings: For each panelboard and related equipment, include: 
Dimensioned plans, elevations, sections, and details. Show tabulations of installed equipment features, 
and ratings. 
Detail enclosure types and details including mounting and anchorage, environmental protection, 
knockouts, corner treatments, covers and doors, and gaskets. 
Detail bus configuration, current, and voltage ratings. 
Qualification Data: For qualified testing agency. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Panelboard Schedules: For installation in panelboards. 
Operation and Maintenance Data: For panelboards and components to include in emergency, operation, and 
maintenance manuals.",overcurrent protective device
1247,262416,PANELBOARDS,1.7,EXTRA MATERIALS,Attic Stock,"Provide pint of touch up paint for every ten (10) panelboards installed. 

Furnish extra materials that match products installed and that are packaged with protective covering for storage 
and identified with labels describing contents. 

Keys: Two (2) spares for each type of panelboard cabinet lock.",Provide pint
1248,262416,PANELBOARDS,1.9.-1,WARRANTY,Warranty,"Warranty Period : 18 months minimum 

Special Warranty: Manufacturers standard form in which manufacturer agrees to repair or replace surge
protection devices that fail in materials or workmanship within specified warranty period.",months minimum Special
1249,262416,PANELBOARDS,1.9.-1,WARRANTY,Warranty,Warranty Period : 10 years minimum,Warranty Period
1250,262500,ENCLOSED BUS ASSEMBLIES,1.7,EXTRA MATERIALS,Attic Stock,Provide pint of touch up paint for every 50 feet of busway installed.,Provide pint
1251,262500,ENCLOSED BUS ASSEMBLIES,1.5.-1,SUBMITTALS,Manufacturers Instructions,"Show fabrication and installation details for enclosed bus assemblies. Include plans, elevations, and
sections of components. Designate components and accessories, including clamps, brackets, hanger rods,
connectors, straight lengths, and fittings.",enclosed bus assemblies
1252,262500,ENCLOSED BUS ASSEMBLIES,1.5.-2,SUBMITTALS,General,"Indicate required clearances, method of field assembly, and location and size of each field connection.",required clearances
1253,262500,ENCLOSED BUS ASSEMBLIES,1.5.-3,SUBMITTALS,General,Detail connections to busway and busway components and devices.,Detail connections
1254,262500,ENCLOSED BUS ASSEMBLIES,1.5.-4,SUBMITTALS,General,"Detailed connections to other electrical equipment, such as switchboards, switchgear, motor control
centers, and/or panelboards.",motor control centers
1255,262500,ENCLOSED BUS ASSEMBLIES,1.5.-5,SUBMITTALS,General,Cable and conductor terminal sizes for bus and plug-in device terminations.,plug-in device terminations
1256,262500,ENCLOSED BUS ASSEMBLIES,1.5.-6,SUBMITTALS,Wiring Diagram,"Wiring Diagrams : Power, signal, and control wiring. 

Qualification Data: For testing agency.

Field quality-control reports.

Operation and Maintenance Data: For enclosed bus assemblies to include in emergency, operation, and
maintenance manuals.",Wiring Diagrams
1257,262500,ENCLOSED BUS ASSEMBLIES,1.9.-1,WARRANTY,Warranty,"Warranty Period : 12 months minimum from date of shipment 

Manufacturer shall agree to repair or replace all components that fail in materials or workmanship within specified
warranty period. Warranty shall include all labor, material, and related expenses to correct failures and return
system to full functionality.",Warranty Period
1258,262726,WIRING DEVICES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product.,Product Data
1259,262816,ENCLOSED SWITCHES AND CIRCUIT BREAKERS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of enclosure, switching and overcurrent protective device, surge protection device, 
accessory, and component indicated. Include dimensions and manufacturers' technical data on features, 
performance, electrical characteristics, ratings, and finishes. 
Shop Drawings: For each enclosure and related equipment, include: 
Dimensioned plans, elevations, sections, and details. Show tabulations of installed equipment features, 
and ratings. 
Detail enclosure types and details including mounting and anchorage, environmental protection, 
knockouts, corner treatments, covers and doors, and gaskets. 
Detail bus configuration, current, and voltage ratings. 
Qualification Data: For qualified testing agency. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Operation and Maintenance Data: For equipment and components to include in emergency, operation, and 
maintenance manuals.",overcurrent protective device
