Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY,Warranty,"The Warranty shall commence upon the date of shipment and extend fora period of 60 months for all 
airflow control devices and 36 months for all other control system components. 

PRODUCTS"
230934,LABORATORY CONTROL SYSTEM,2.1.-2,LABORATORY AIRFLOW CONTROL SYSTEM,O&M Manuals,"Operation and maintenance manuals, including as-built wiring diagrams and component lists, shall be
provided for each training attendee."
230935,AIR CURTAIN,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, pressure drops,and electrical characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. 
Field quality-control test reports. 
Operation and Maintenance Data: Provide operation, and maintenance manuals."
230972,PLANT UTILITIES SEQUENCE OF CONTROL,1.3,SUBMITTALS,General,"The following sequences shall be augmented as necessary by the Controls contractor and submitted either as part 
of the controls submittal or asa separate functional requirements specification for approval by the Engineer and 
Owner prior to commencing any programming."
260500,BASIC ELECTRICAL REQUIREMENTS,1.6,WARRANTIES AND GUARANTEES,Warranty,"In addition to warranties called for in other sections of these specifications, work shall be guaranteed against 
defect due to faulty installation, manufacture, and component design. Warranties and guarantees shall be fora 
period of not less than one year, beginning on the later date of final acceptance by Owners Representative, or 
equipment start-up. 

Upon written notice from the Owners Representative or Engineer, promptly remedy, without cost to the Owners 
Representative, any defects occurring or discovered during the guarantee period."
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.1. Review Action 
 
The Contractor is responsible for all data and information on submittals, including quantities, sizes, dimensions, 
and compliance with the Drawings and Specifications. Checking by the Owners Representative is only for general 
conformance with the design concept of the project and general compliance with the information given in the 
 
Contract Documents. Any action shown is subject to the requirements of the Drawings and Specifications. 
Contractor is responsible for dimensions and quantities which shall be confirmed at the jobsite, and fabrication 
process and techniques of construction. 
 
Except for submittals for record, information for similar purposes, where action and return is required or 
requested, the Owners Representative will check each submittal, mark to indicate action taken, and return 
promptly. 
 
Compliance with specified characteristics is the Contractor's responsibility. 
"
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.2. Shop Drawings 
 
Submit information, drawn to accurate scale. Highlight, encircle, or otherwise indicate deviations from the 
Contract Documents. Do not reproduce Contract Documents (unless authorized by the Owners 
Representative/Engineer) or copy standard information as the basis of Shop Drawings. Standard information 
prepared without specific reference to the Project are not considered Shop Drawings. 
 
Shop Drawings include fabrication and installation drawings, setting diagrams, schedules, patterns, templates and 
similar drawings, and directions for installation of anchorages. Include asa minimum the following information 
on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included 
Compliance with specified standards 
Notation of coordination requirements 
Notation of dimensions established by field measurement 
Clearances for access and service 
"
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.3. Product Data 
 
Collect Product Data intoa single submittal for each element of construction or system. 
 
Where Product Data must be specially prepared because standard printed data is not suitable for use, submit as 
Shop Drawings. 
 
Product Data Information: Includes catalog cuts, sketches, or bulletins indicating performance characteristics, 
features of equipment, controls, instrumentation, valving, equipment dimensions, materials of construction, 
estimated weight of unit (shipping, installed, and operating), heat rejection load when operating, auxiliaries, 
specialties, or accessories furnished, roughing-in or anchor diagrams and templates, manufacturer's installation 
instructions, service clearance requirements, standard color charts, and wiring diagrams. 
 
Schematic Drawings shall include elevation and plan views, and indicate all connections, attachments, and details 
to indicate field required general details of assembly, etc. 
 
Wiring diagrams shall detail wiring for power, signal, and control systems, differentiating between manufacturer- 
installed wiring and field-installed wiring. 
 
Mark each copy to show applicable choices and options. Where printed Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. Include the 
following information with above product data: 
 
Manufacturer's printed recommendations 
Compliance with recognized trade association standards 
Compliance with recognized testing agency standards 
Application of testing agency labels and seals 
Notation of dimensions verified by field measurement 
Notation of coordination requirements"
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,"Show tabulations of each variable frequency controller. Include the following : -
i. Type of enclosure.
ii. Equipment weight.
iii. Input power supply requirements (volts/phase/amps).
iv. Output power characteristics.
v. HP range of motors drive is capable of driving.
vi. Short-circuit current rating (SCCR) of assembly.
vii. Converter pulse rate.
viii. Network communications I/O interface capabilities.
ix. Specified filters."
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,Test procedures used.
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,A complete listing of all programming parameters.
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,Wiring Diagram,"Schematic and Connection Wiring Diagrams : For power, signal, and control wiring for each 
installed variable frequency controller.

Qualification Data: For qualified testing agency.

Field Quality-Control Reports"
